动账时间,动帐流水号,动账方向,动账金额,动账账户,动账场景,计费类型,子订单号,订单号,售后编号,下单时间,商品ID,商品名称,达人ID,达人名称,订单类型,订单实付应结,运费实付,实际平台补贴_运费,实际平台补贴,其他平台补贴,以旧换新抵扣,政府补贴平台垫资,实际达人补贴,实际抖音支付补贴,实际抖音月付营销补贴,银行补贴,订单退款,平台服务费,佣金,服务商佣金,渠道分成,招商服务费,站外推广费,其他分成,是否免佣,免佣金额,商户主体名称,备注
2026-03-01 04:05:52,'2026030104054804922086665681,入账,6.16,聚合账户,货款结算入账,精选联盟,'6924355956920909081,'6924355956920909081,'SS76111098659389281780242,2026-02-14 01:35:27,'3703671597891191029,儿童口腔牙科小医生护士医疗玩具 仿真牙医套装过家家,'0,,普通订单,5.52,0,0,1.32,0,0,0,0,0,0,0,0,-0.34,0,0,0,0,-0.34,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-02 08:21:02,'2026030208205605620534145681,入账,18.25,聚合账户,货款结算入账,小店自卖,'6924439887655566649,'6924439887655566649,'SS76114534635363579420073,2026-02-22 11:31:47,'3758953782172582348,亲子互动搞笑聚会休闲整蛊搞怪多人桌面游戏挤痘痘喷水解压玩具,,,普通订单,18.36,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,0,0,0,0,0,是-商品卡免佣,0.81,佛山市南海区悦人生贸易商行,订单结算
2026-03-03 07:56:42,'2026030307563837845404795681,入账,14.85,聚合账户,货款结算入账,小店自卖,'6924386707348160428,'6924386707348160428,'SS76118522769022323390031,2026-02-18 12:03:10,'3766153744996237370,ufo飞碟智能感应回旋飞陀螺发光炫酷遥控飞行陀螺儿童玩具魔术,,,普通订单,10.54,0,0,4.4,0,0,0,0,0,0,0,0,-0.09,0,0,0,0,0,0,是-商品卡免佣,0.66,佛山市南海区悦人生贸易商行,订单结算
2026-03-03 08:13:08,'2026030308130236410826505681,入账,6.95,聚合账户,货款结算入账,小店自卖,'6924389494439968603,'6924389494439968603,'SS76117995960122946650134,2026-02-19 09:28:18,'3758772313210880396,女孩睡眠仿真重生娃娃女孩公主睡觉儿童玩具bjd洋娃娃过家家玩具,,,普通订单,6.99,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,是-商品卡免佣,0.29,佛山市南海区悦人生贸易商行,订单结算
2026-03-03 08:13:08,'2026030308130421772705545681,入账,7.57,聚合账户,货款结算入账,小店自卖,'6950754658385139240,'6950754658385139240,'SS76118498846813598820143,2026-02-16 17:44:48,'3696061877965685066,儿童整蛊马桶投粑粑趣味马桶创意恶搞新奇特桌面游戏亲子互动玩具,,,普通订单,7.62,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,是-商品卡免佣,0.37,佛山市南海区悦人生贸易商行,订单结算
2026-03-04 08:46:39,'2026030408463626771297805681,入账,8.31,聚合账户,货款结算入账,小店自卖,'6924484545450900485,'6924484545450900485,'SS76121718364886676990201,2026-02-24 20:21:24,'3680825909075640467,宝宝趣味抓球游戏娃娃机迷你娃娃机亲子互动手眼协调儿童益智玩具,,,普通订单,8.36,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,是-商品卡免佣,0.37,佛山市南海区悦人生贸易商行,订单结算
2026-03-04 08:46:42,'2026030408463941318981395681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6950847644239992522,'6950847644239992522,'SS76122408942969533500047,2026-02-22 22:26:37,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'96496916275,澜澜种草,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-06 03:47:23,'2026030603472009564042705681,入账,10.06,聚合账户,货款结算入账,精选联盟,'6924447070969626406,'6924447070969626406,'SS76129275576334584820110,2026-02-23 01:01:08,'3696260792950325399,宝宝安抚仿真婴儿娃娃搪胶娃娃公仔玩偶亲子互动儿童萌趣玩具礼物,'4089777029660560,美美穿搭🎀,普通订单,11.18,0,0,0,0,0,0,0,0,0,0,0,-0.56,-0.56,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-06 03:47:23,'2026030603472020261937165681,入账,2,聚合账户,货款结算入账,小店自卖,'6950945856806983044,'6950945856806983044,'SS76129441606281961380011,2026-02-28 21:40:44,'3792314824554316089,安静书女孩新款手工diy儿童三丽鸥不用剪免裁剪库洛米美乐蒂玩具,,,普通订单,2.01,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,0,0,是-商品卡免佣,0.07,佛山市南海区悦人生贸易商行,订单结算
2026-03-06 03:57:56,'2026030603575325677829485681,出账,3,聚合账户,消费者赔付,,'6924561357687914022,'6924561357687914022,,,,,,,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,因订单存在「发货超时」问题，对消费者进行赔付
2026-03-06 08:41:41,'2026030608413802734658995681,入账,10.06,聚合账户,货款结算入账,精选联盟,'6950784558367118678,'6950784558367118678,'SS76129275651997210230075,2026-02-18 12:59:50,'3696260792950325399,宝宝安抚仿真婴儿娃娃搪胶娃娃公仔玩偶亲子互动儿童萌趣玩具礼物,'4089777029660560,美美穿搭🎀,普通订单,11.18,0,0,0,0,0,0,0,0,0,0,0,-0.56,-0.56,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-06 08:47:54,'2026030608474840590423305681,入账,12.5,聚合账户,货款结算入账,精选联盟,'6924428984507858085,'6924428984507858085,'SS76128636697860841300220,2026-02-22 10:48:02,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-06 08:47:54,'2026030608474935957967825681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6950841607574394507,'6950841607574394507,'SS76128638416077010320060,2026-02-23 12:55:34,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-06 11:42:28,'2026030611422535779917215681,入账,7.57,聚合账户,货款结算入账,小店自卖,'6924451882557341148,'6924451882557341148,'SS76128531591742425750206,2026-02-23 12:12:57,'3696061877965685066,儿童整蛊马桶投粑粑趣味马桶创意恶搞新奇特桌面游戏亲子互动玩具,,,普通订单,1.02,0,0,6.6,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,是-商品卡免佣,0.37,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 03:43:27,'2026030703432511455367775681,入账,12.82,聚合账户,货款结算入账,小店自卖,'6950767660074079832,'6950767660074079832,'SS76133104441277155940054,2026-02-14 19:47:54,'3655823159371935274,女孩卡通糖果棒棒糖仙女棒灯光音乐电动魔法棒梦幻公主过家家玩具,,,普通订单,12.9,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,0,0,是-商品卡免佣,0.59,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 03:43:27,'2026030703432501517327865681,入账,16.8,聚合账户,货款结算入账,小店自卖,'6950858189607802806,'6950858189607802806,'SS76133104272460843710101,2026-02-24 11:31:00,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,,,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,是-商品卡免佣,0.73,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 03:43:27,'2026030703432419306951955681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6950757992513804192,'6950757992513804192,'SS76132131561189056190065,2026-02-14 18:15:36,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 03:43:28,'2026030703432513092132265681,入账,6.88,聚合账户,货款结算入账,小店自卖,'6924463079981481408,'6924463079981481408,'SS76133421435370050990055,2026-02-23 16:25:49,'3727224747663163717,爆款儿童益智双人对打游戏机 敲头小人对战亲子互动桌面玩具,,,普通订单,6.92,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,是-商品卡免佣,0.29,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:16:40,'2026030707163817802409055681,入账,15.2,聚合账户,货款结算入账,精选联盟,'6950838681879648158,'6950838681879648158,'SS76133104416491937790080,2026-02-22 22:18:56,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,'231320452882807,晚晚的心动口袋,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.85,-0.85,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:16:42,'2026030707163934982464155681,入账,10.06,聚合账户,货款结算入账,精选联盟,'6924419636965571679,'6924419636965571679,'SS76133104355336194940248,2026-02-21 21:55:13,'3696260792950325399,宝宝安抚仿真婴儿娃娃搪胶娃娃公仔玩偶亲子互动儿童萌趣玩具礼物,'4089777029660560,美美穿搭🎀,普通订单,11.18,0,0,0,0,0,0,0,0,0,0,0,-0.56,-0.56,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:16:47,'2026030707164433235645715681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6950885387412838252,'6950885387412838252,'SS76132131682529654260037,2026-02-25 07:37:38,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:16:48,'2026030707164510558878815681,入账,10.06,聚合账户,货款结算入账,精选联盟,'6924482049565687627,'6924482049565687627,'SS76132941877020145020080,2026-02-24 16:57:42,'3696260792950325399,宝宝安抚仿真婴儿娃娃搪胶娃娃公仔玩偶亲子互动儿童萌趣玩具礼物,'4089777029660560,美美穿搭🎀,普通订单,11.18,0,0,0,0,0,0,0,0,0,0,0,-0.56,-0.56,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:16:51,'2026030707164713814172255681,入账,10.6,聚合账户,货款结算入账,小店自卖,'6950835299399242886,'6950835299399242886,'SS76133104357435312790084,2026-02-21 20:07:35,'3696633482311762359,亲子儿童趣味战舰海舰棋船游戏棋陆地军事战略海战棋双人对战玩具,,,普通订单,10.66,0,0,0,0,0,0,0,0,0,0,0,-0.06,0,0,0,0,0,0,是-商品卡免佣,0.44,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:16:52,'2026030707164934687063475681,入账,12.5,聚合账户,货款结算入账,精选联盟,'6924398192612179742,'6924398192612179742,'SS76132130515137825620102,2026-02-19 19:34:18,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:21:46,'2026030707214330286159745681,入账,10.06,聚合账户,货款结算入账,精选联盟,'6950806962231055684,'6950806962231055684,'SS76133104322921764270079,2026-02-19 08:08:16,'3696260792950325399,宝宝安抚仿真婴儿娃娃搪胶娃娃公仔玩偶亲子互动儿童萌趣玩具礼物,'4089777029660560,美美穿搭🎀,普通订单,11.16,0,0,0.02,0,0,0,0,0,0,0,0,-0.56,-0.56,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:29:36,'2026030707293333657659075681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6950817060249409291,'6950817060249409291,'SS76132131724342566550107,2026-02-21 10:15:08,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:29:36,'2026030707293225108198815681,入账,16.05,聚合账户,货款结算入账,小店自卖,'6924442086690094113,'6924442086690094113,'SS76133104444632151380227,2026-02-22 20:29:30,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,,,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.85,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:29:36,'2026030707293330130998185681,入账,15.2,聚合账户,货款结算入账,精选联盟,'6950820570175575587,'6950820570175575587,'SS76133104324137825820187,2026-02-22 20:30:31,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,'231320452882807,晚晚的心动口袋,普通订单,12.9,0,0,4,0,0,0,0,0,0,0,0,-0.85,-0.85,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:29:36,'2026030707293309989043745681,入账,15.2,聚合账户,货款结算入账,精选联盟,'6924372161949891657,'6924372161949891657,'SS76133104396528358460135,2026-02-16 12:54:55,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,'231320452882807,晚晚的心动口袋,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.85,-0.85,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-07 07:29:36,'2026030707293326618104515681,入账,16.8,聚合账户,货款结算入账,小店自卖,'6924468455307639850,'6924468455307639850,'SS76133104355440888590177,2026-02-24 14:16:36,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,,,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,是-商品卡免佣,0.73,佛山市南海区悦人生贸易商行,订单结算
2026-03-08 04:31:48,'2026030804314529155988845681,入账,14.85,聚合账户,货款结算入账,小店自卖,'6924509296946347312,'6924509296946281776,'SS76136775612904410030150,2026-02-26 14:19:05,'3766153744996237370,ufo飞碟智能感应回旋飞陀螺发光炫酷遥控飞行陀螺儿童玩具魔术,,,普通订单,14.94,0,0,0,0,0,0,0,0,0,0,0,-0.09,0,0,0,0,0,0,是-商品卡免佣,0.66,佛山市南海区悦人生贸易商行,订单结算
2026-03-08 04:31:50,'2026030804314807776176705681,入账,14.85,聚合账户,货款结算入账,小店自卖,'6924509296946281776,'6924509296946281776,'SS76136775650561891840187,2026-02-26 14:19:05,'3766153744996237370,ufo飞碟智能感应回旋飞陀螺发光炫酷遥控飞行陀螺儿童玩具魔术,,,普通订单,14.94,0,0,0,0,0,0,0,0,0,0,0,-0.09,0,0,0,0,0,0,是-商品卡免佣,0.66,佛山市南海区悦人生贸易商行,订单结算
2026-03-08 05:28:38,'2026030805283501447572895681,入账,10.06,聚合账户,货款结算入账,精选联盟,'6924496473457655556,'6924496473457655556,'SS76135888981382804830091,2026-02-25 19:06:42,'3696260792950325399,宝宝安抚仿真婴儿娃娃搪胶娃娃公仔玩偶亲子互动儿童萌趣玩具礼物,'4089777029660560,美美穿搭🎀,普通订单,11.18,0,0,0,0,0,0,0,0,0,0,0,-0.56,-0.56,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-08 08:34:58,'2026030808345411838141985681,入账,16.05,聚合账户,货款结算入账,小店自卖,'6950897146336646660,'6950897146336646660,'SS76135888913165686100225,2026-02-25 18:09:49,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,,,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.85,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 03:30:19,'2026030903301637371458985681,入账,6.95,聚合账户,货款结算入账,小店自卖,'6924495433130999223,'6924495433130999223,'SS76139496035752184320174,2026-02-26 11:38:46,'3758772313210880396,女孩睡眠仿真重生娃娃女孩公主睡觉儿童玩具bjd洋娃娃过家家玩具,,,普通订单,6.99,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,是-商品卡免佣,0.29,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 03:30:19,'2026030903301621854827935681,入账,8.9,聚合账户,货款结算入账,精选联盟,'6924350247217823221,'6924350247217823221,'SS76115224027652920510188,2026-02-12 10:47:59,'3636517545516908061,摇摆可动甲虫仿真独角仙创意整蛊昆虫模型甲壳虫儿童上链发条玩具,'20370553497,灯塔破壁人李晨,普通订单,9.9,0,0,0,0,0,0,0,0,0,0,0,-0.5,-0.5,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 03:30:19,'2026030903301634110999675681,入账,16.52,聚合账户,货款结算入账,精选联盟,'6924491214505082764,'6924491214505082764,'SS76139496104651863400069,2026-02-26 14:17:41,'3758953782172582348,亲子互动搞笑聚会休闲整蛊搞怪多人桌面游戏挤痘痘喷水解压玩具,'97102522019,小顽家七七,普通订单,18.36,0,0,0,0,0,0,0,0,0,0,0,-0.92,-0.92,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 03:30:20,'2026030903301427988626275681,入账,25.74,聚合账户,货款结算入账,小店自卖,'6950915259713591191,'6950915259713591191,'SS76140513220311129600210,2026-02-27 11:47:22,'3676781984698466645,爆破气球桌面游戏解压神器益智亲子互动扎气球聚会整蛊桌游玩具,,,普通订单,25.9,0,0,0,0,0,0,0,0,0,0,0,-0.16,0,0,0,0,0,0,是-商品卡免佣,1.17,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 03:30:20,'2026030903301421082611205681,入账,6.95,聚合账户,货款结算入账,小店自卖,'6950934480995751494,'6950934480995751494,'SS76139495972123776630124,2026-02-27 04:15:20,'3758772313210880396,女孩睡眠仿真重生娃娃女孩公主睡觉儿童玩具bjd洋娃娃过家家玩具,,,普通订单,6.99,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,0,是-商品卡免佣,0.29,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 04:07:44,'2026030904074122943833865681,入账,12.82,聚合账户,货款结算入账,小店自卖,'6950989493438125123,'6950989493438125123,'SS76141687729914027670059,2026-03-01 19:53:22,'3655823159371935274,女孩卡通糖果棒棒糖仙女棒灯光音乐电动魔法棒梦幻公主过家家玩具,,,普通订单,12.9,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,0,0,是-商品卡免佣,0.59,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 07:55:40,'2026030907553626654968785681,入账,11.87,聚合账户,货款结算入账,小店自卖,'6951020815209666323,'6951020815209666323,'SS76139740368639104400222,2026-03-03 19:43:25,'3675838442568286266,亲子互动益智桌面游戏平衡拼插方块玩具儿童男女孩积木摇摆叠叠乐,,,普通订单,12.5,0,0,0,0,0,0,0,0,0,0,0,-0.63,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 08:22:35,'2026030908223226806687155681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6950904492708730560,'6950904492708730560,'SS76139507979313976830120,2026-02-26 09:13:49,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,12.9,0,0,3,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 08:30:41,'2026030908303814988091295681,入账,5.22,聚合账户,货款结算入账,精选联盟,'6923552787750419550,'6923552787750419550,'SS76136042271889170270199,2026-01-11 21:28:58,'3780822454335832224,曼哈顿手抓球婴儿早教可咬牙胶磨牙棒0一1岁3到6个月宝宝玩具,'4356739685421708,半夏很哇塞🌱,普通订单,5.8,0,0,0,0,0,0,0,0,0,0,0,-0.29,-0.29,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-09 08:30:41,'2026030908303714310935395681,入账,12.82,聚合账户,货款结算入账,小店自卖,'6950922647076673273,'6950922647076673273,'SS76139496035749726720233,2026-02-26 13:21:51,'3655823159371935274,女孩卡通糖果棒棒糖仙女棒灯光音乐电动魔法棒梦幻公主过家家玩具,,,普通订单,12.9,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,0,0,是-商品卡免佣,0.59,佛山市南海区悦人生贸易商行,订单结算
2026-03-10 05:21:00,'2026031005205727936855475681,入账,12.5,聚合账户,货款结算入账,精选联盟,'6924513960783478618,'6924513960783478618,'SS76143499606251484160189,2026-02-27 09:13:21,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-10 06:13:19,'2026031006130521317883155681,出账,5.23,聚合账户,上门取件运费,,'6924600326554680873,'6924600326554680873,'147384594677228151,,,,,,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,因商品存在品质问题，扣除商家相应金额进行运费赔付-订单6924600326554680873-售后单147384594677228151-运单JDX049975353030
2026-03-10 08:47:55,'2026031008475136836521595681,入账,11.2,聚合账户,货款结算入账,小店自卖,'6924617687284088213,'6924617687284088213,'SS76143465834401797390211,2026-03-03 20:19:30,'3764681230541521123,双开门冰箱1:12娃娃屋迷你家具微缩模型厨房场景过家家趣味玩具,,,普通订单,11.21,0,0,0.58,0,0,0,0,0,0,0,0,-0.59,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-10 09:04:38,'2026031009043410080465925681,入账,12.5,聚合账户,货款结算入账,精选联盟,'6950944863568008782,'6950944863568008782,'SS76143499639135608670164,2026-02-28 08:11:48,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-10 09:26:21,'2026031009261539788754265681,入账,16.8,聚合账户,货款结算入账,小店自卖,'6950935839914202525,'6950935839914202525,'SS76143393014698478620173,2026-02-27 21:55:19,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,,,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,是-商品卡免佣,0.73,佛山市南海区悦人生贸易商行,订单结算
2026-03-10 19:17:34,'2026031019171927908180575681,出账,3,聚合账户,消费者赔付,,'6951105338902386074,'6951105338902386074,,,,,,,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,因订单存在「发货超时」问题，对消费者进行赔付
2026-03-11 08:45:31,'2026031108452608822502815681,入账,14.3,聚合账户,货款结算入账,精选联盟,'6951095083042150266,'6951095083042150266,'SS76148879597456594180244,2026-03-05 23:04:33,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,15.9,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.8,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-11 08:55:24,'2026031108551819674731615681,入账,12.91,聚合账户,货款结算入账,精选联盟,'6950836040926237777,'6950836040926237777,'SS76148562128107604820233,2026-02-22 16:57:23,'3696260792950325399,宝宝安抚仿真婴儿娃娃搪胶娃娃公仔玩偶亲子互动儿童萌趣玩具礼物,'4089777029660560,美美穿搭🎀,普通订单,14.18,3,0,0,0,0,0,0,0,0,0,0,-0.71,-0.56,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-12 04:11:09,'2026031204110518586547725681,入账,16.52,聚合账户,货款结算入账,精选联盟,'6951055844768355419,'6951055844768355419,'SS76150238703034703710091,2026-03-04 20:32:46,'3758953782172582348,亲子互动搞笑聚会休闲整蛊搞怪多人桌面游戏挤痘痘喷水解压玩具,'2181044974394653,多宝爱玩具🧸,普通订单,18.36,0,0,0,0,0,0,0,0,0,0,0,-0.92,-0.92,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-12 04:18:09,'2026031204180604165635065681,入账,10.6,聚合账户,货款结算入账,小店自卖,'6950987403275278128,'6950987403275278128,'SS76150991819265684820055,2026-03-01 21:39:55,'3696633482311762359,亲子儿童趣味战舰海舰棋船游戏棋陆地军事战略海战棋双人对战玩具,,,普通订单,10.66,0,0,0,0,0,0,0,0,0,0,0,-0.06,0,0,0,0,0,0,是-商品卡免佣,0.44,佛山市南海区悦人生贸易商行,订单结算
2026-03-12 04:18:10,'2026031204180610034427515681,入账,12.4,聚合账户,货款结算入账,小店自卖,'6924459126925524873,'6924459126925524873,'SS76151658541831624110072,2026-02-23 18:50:05,'3726110633146581173,新品智慧金字塔智力魔珠iQ大作战儿童益智高智商烧脑桌游玩具,,,普通订单,12.47,0,0,0,0,0,0,0,0,0,0,0,-0.07,0,0,0,0,0,0,是-商品卡免佣,0.51,佛山市南海区悦人生贸易商行,订单结算
2026-03-12 06:44:30,'2026031206441714474283715681,出账,3,聚合账户,消费者赔付,,'6951122620700628646,'6951122620700628646,,,,,,,普通订单,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,因订单存在「发货超时」问题，对消费者进行赔付
2026-03-12 07:49:05,'2026031207490219683620185681,入账,13.82,聚合账户,货款结算入账,小店自卖,'6950963253609305584,'6950963253609305584,'SS76151003631799344980005,2026-02-28 17:48:38,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,,,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,0,0,是-商品卡免佣,0.59,佛山市南海区悦人生贸易商行,订单结算
2026-03-12 07:49:05,'2026031207490205060039835681,入账,15.2,聚合账户,货款结算入账,精选联盟,'6950978095853802688,'6950978095853802688,'SS76150991720317094900096,2026-03-01 18:37:25,'3677154057774039349,爆破气球桌面游戏俄罗斯左轮转盘玩具枪聚会转轮惩罚桌游胆大挑战,'231320452882807,晚晚的心动口袋,普通订单,16.9,0,0,0,0,0,0,0,0,0,0,0,-0.85,-0.85,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
2026-03-12 07:49:05,'2026031207490215618056025681,入账,12.5,聚合账户,货款结算入账,精选联盟,'6950938978825803248,'6950938978825803248,'SS76151003733045581200182,2026-02-28 17:47:03,'3695471077506547975,儿童仿真益智汽车车载360度旋转模拟驾驶方向副驾驶方向盘模拟器,'2194237569378187,大脸猫爱吃鱼,普通订单,13.9,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,0,0,0,0,0,,0,佛山市南海区悦人生贸易商行,订单结算
