1570783166671429211	,2022081610002001210211406648|20260301455879272102	,at/648099199	,	,2026-03-01 07:09:11,****号	,3.00,0.00,2193.94,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308452160994	
1570783166671629210	,2022081610002001210211406648|20260301455879272102	,at/648099199	,	,2026-03-01 07:09:11,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-3.00,2190.94,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308452160994	
1570783110867829210	,2026030110002001210523678230	,202603010125100000002100941425652	,	,2026-03-01 08:29:55,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.09,2190.85,支付宝,其它,1688增值服务-先采后付服务费:5037526911719203836-新款儿童益智手指抽抽乐趣味按压抓握宝	
1570775118402675061	,2026030110002001060593780323	,3712924091	,	,2026-03-01 08:36:33,****y	,16.28,0.00,2207.13,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]5037526911719203836-新款儿童益智手指抽抽乐	
1570726623297484871	,2026030122001884871410251577	,T50060NP3268055570382102852	,儿童手推飞机玩具宝宝学步车推推乐学走路助步车多功能防侧翻伸缩	,2026-03-01 08:46:11,**研(159******00)	,167.98,0.00,2375.11,支付宝,其它,儿童手推飞机玩具宝宝学步车推推乐学走路助步车多功能防侧翻伸缩	
1570783128324429210	,2026030110002001210523702679	,FI960100FDO006926030102387317953	,	,2026-03-01 08:46:13,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.27,2374.84,支付宝,其它,1688增值服务-1688-极速周转-服务费(3268055570382102852)	
1570783132520629211	,2022081610002001210211406648|20260301480443132102	,at/648158317	,	,2026-03-01 09:01:13,****号	,3.00,0.00,2377.84,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308721796785	
1570783132520829210	,2022081610002001210211406648|20260301480443132102	,at/648158317	,	,2026-03-01 09:01:13,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-3.00,2374.84,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308721796785	
1570783151559829210	,BO2026030199258929210205	,HJCAEB==500000067800015031==6314938336560194	,	,2026-03-01 09:04:38,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-1.12,2373.72,支付宝,转账,代扣款（扣款用途：1688供应链服务-跨境渠道(订单:3212528378584840257:3212528378584840257)扣款）	
1570783010727129211	,2022081610002001210211406648|20260301478093362102	,at/648187260	,	,2026-03-01 09:06:55,****号	,10.00,0.00,2383.72,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2309000836785	
1570783010727329210	,2022081610002001210211406648|20260301478093362102	,at/648187260	,	,2026-03-01 09:06:55,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-10.00,2373.72,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2309000836785	
1570783153397129210	,2026030110002001210523509871	,202603010125100000002100941561638	,	,2026-03-01 09:23:57,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-18.00,2355.72,支付宝,其它,1688增值买家保障服务费-5039632442953281728（单笔主订单各SKU子单的总费用）	
1570779520282853461	,2026030122001853461419759239	,T50060NP5089949532679478506	,跨境儿童浴室冰淇淋泡泡制造机沐浴洗澡浴室儿童戏水互动玩具	,2026-03-01 09:26:12,**帅(175******53)	,34.45,0.00,2390.17,支付宝,其它,跨境儿童浴室冰淇淋泡泡制造机沐浴洗澡浴室儿童戏水互动玩具	
1570779462644853461	,2026030122001853461419996347	,T50060NP5089920444257478506	,跨境儿童浴室冰淇淋泡泡制造机沐浴洗澡浴室儿童戏水互动玩具	,2026-03-01 09:26:12,**帅(175******53)	,34.45,0.00,2424.62,支付宝,其它,跨境儿童浴室冰淇淋泡泡制造机沐浴洗澡浴室儿童戏水互动玩具	
1570783127218029210	,2026030110002001210523520378	,FI960100FDO000026030102387628306	,	,2026-03-01 09:26:14,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.06,2424.56,支付宝,其它,1688增值服务-1688-极速周转-服务费(5089949532679478506)	
1570783006076529210	,2026030110002001210523624747	,FI960100FDO000026030102387604944	,	,2026-03-01 09:26:14,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.06,2424.50,支付宝,其它,1688增值服务-1688-极速周转-服务费(5089920444257478506)	
1570737827163160570	,2026022522001860571454345817	,T50060NP5083900707103769349	,儿童手推飞机玩具宝宝学步车推推乐学走路助步车多功能防侧翻伸缩	,2026-03-01 09:27:39,徐州市璀晖璨贸易有限公司(vdqs74233isr@163.com)	,0.00,-9.98,2414.52,支付宝,其它,售后退款-2026022522001860571454345817-T50060NP5083900707103769349	
1570778872819185471	,2026030122001885471434867519	,T50060NP3268559928149179489	,儿童手推飞机玩具宝宝学步车推推乐学走路助步车多功能防侧翻伸缩	,2026-03-01 09:45:08,深圳童梦工坊儿童用品有限公司(sztongmeng666888@163.com)	,11.31,0.00,2425.83,支付宝,其它,儿童手推飞机玩具宝宝学步车推推乐学走路助步车多功能防侧翻伸缩	
1570783054396529210	,2026030110002001210523622968	,FI960100FDO006126030102387672204	,	,2026-03-01 09:45:09,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.02,2425.81,支付宝,其它,1688增值服务-1688-极速周转-服务费(3268559928149179489)	
1570782975795729211	,2022081610002001210211406648|20260301460050732102	,at/648345490	,	,2026-03-01 09:55:04,****号	,10.00,0.00,2435.81,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308075116785	
1570782975795929210	,2022081610002001210211406648|20260301460050732102	,at/648345490	,	,2026-03-01 09:55:04,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-10.00,2425.81,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308075116785	
1570777189339854470	,2026022822001854471428680384	,T50060NP3266737898355185972	,跨境投影手电筒早教认知故事照明卡通恐龙动物图案趣味投影仪玩具	,2026-03-01 09:57:19,*笑(130******74)	,0.00,-9.70,2416.11,支付宝,其它,售后退款-2026022822001854471428680384-T50060NP3266737898355185972	
1571187785770000501	,2026030110002001500576139119	,02960100030022426030100867490913	,	,2026-03-01 10:07:44,****y	,18.30,0.00,2434.41,支付宝,其它,1688增值服务-先采后付保理贴现:5087993365183893720	
1571097368818700841	,2026030110002001840510891387	,02960100030022426030100867545491	,	,2026-03-01 10:07:45,****y	,25.75,0.00,2460.16,支付宝,其它,1688增值服务-先采后付保理贴现:5088319416351211242	
1571161607551100851	,2026030110002001850530285974	,02960100030022426030100867549375	,	,2026-03-01 10:07:46,****y	,7.08,0.00,2467.24,支付宝,其它,1688增值服务-先采后付保理贴现:3265463497448170195	
1571145800438900821	,2026030110002001820557341072	,02960100030022426030100867478933	,	,2026-03-01 10:07:46,****y	,9.90,0.00,2477.14,支付宝,其它,1688增值服务-先采后付保理贴现:3266972978574738064	
1570783017501929210	,2026030110002001210523450841	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867490913	,	,2026-03-01 10:07:45,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.11,2477.03,支付宝,其它,1688增值服务-先采后付提前回款费用-5087993365183893720	
1570782918809229210	,2026030110002001210523700982	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867545491	,	,2026-03-01 10:07:46,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.15,2476.88,支付宝,其它,1688增值服务-先采后付提前回款费用-5088319416351211242	
1570783130905029210	,2026030110002001210523789771	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867478933	,	,2026-03-01 10:07:47,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.06,2476.82,支付宝,其它,1688增值服务-先采后付提前回款费用-3266972978574738064	
1570783146641329210	,2026030110002001210523707523	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867549375	,	,2026-03-01 10:07:47,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.04,2476.78,支付宝,其它,1688增值服务-先采后付提前回款费用-3265463497448170195	
1570783045383729211	,2022081610002001210211406648|20260301485576822102	,at/648150983	,	,2026-03-01 10:10:57,****号	,10.00,0.00,2486.78,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308893596785	
1570783045383929210	,2022081610002001210211406648|20260301485576822102	,at/648150983	,	,2026-03-01 10:10:57,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-10.00,2476.78,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308893596785	
1571095984295900631	,2026030110002001630526621923	,02960100030022426030100867542737	,	,2026-03-01 10:17:38,****y	,15.54,0.00,2492.32,支付宝,其它,1688增值服务-先采后付保理贴现:3267316056625561668	
1570782977493429210	,2026030110002001210523775302	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867542737	,	,2026-03-01 10:17:39,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.09,2492.23,支付宝,其它,1688增值服务-先采后付提前回款费用-3267316056625561668	
1571093192110400601	,2026030110002001600565399544	,02960100030022426030100867512993	,	,2026-03-01 10:18:26,****y	,19.50,0.00,2511.73,支付宝,其它,1688增值服务-先采后付保理贴现:5088821618950406321	
1570782951838429210	,2026030110002001210523588414	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867512993	,	,2026-03-01 10:18:27,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.11,2511.62,支付宝,其它,1688增值服务-先采后付提前回款费用-5088821618950406321	
1571084650412600861	,2026030110002001860510389037	,02960100030022426030100867611073	,	,2026-03-01 10:24:21,****y	,69.45,0.00,2581.07,支付宝,其它,1688增值服务-先采后付保理贴现:5088232693491901415	
1570783130906029210	,2026030110002001210523695756	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867611073	,	,2026-03-01 10:24:23,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.40,2580.67,支付宝,其它,1688增值服务-先采后付提前回款费用-5088232693491901415	
1570783098871929211	,2022081610002001210211406648|20260301480443652102	,at/648356435	,	,2026-03-01 10:30:47,****号	,10.00,0.00,2590.67,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308455606785	
1570783098872129210	,2022081610002001210211406648|20260301480443652102	,at/648356435	,	,2026-03-01 10:30:47,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-10.00,2580.67,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308455606785	
1570783127227829211	,2022081610002001210211406648|20260301481890492102	,at/648356724	,	,2026-03-01 10:55:51,****号	,10.00,0.00,2590.67,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308346536785	
1570783127228029210	,2022081610002001210211406648|20260301481890492102	,at/648356724	,	,2026-03-01 10:55:51,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-10.00,2580.67,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2308346536785	
1570783145658329211	,2022081610002001210211406648|20260301475679282102	,at/648473186	,	,2026-03-01 11:10:01,****号	,3.00,0.00,2583.67,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2307997883328	
1570783145658529210	,2022081610002001210211406648|20260301475679282102	,at/648473186	,	,2026-03-01 11:10:01,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-3.00,2580.67,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2307997883328	
1570783098879029210	,2026030110002001210523876444	,202603010125100000002100941584141	,	,2026-03-01 11:37:52,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.29,2580.38,支付宝,其它,1688增值买家保障服务费-5084696883178390313（单笔主订单各SKU子单的总费用）	
1571128277503800331	,2026030110002001330503535470	,02960100030022426030100867636935	,	,2026-03-01 11:46:00,****y	,52.50,0.00,2632.88,支付宝,其它,1688增值服务-先采后付保理贴现:5084696883178390313	
1570783145023929210	,2026030110002001210523641171	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867636935	,	,2026-03-01 11:46:01,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.30,2632.58,支付宝,其它,1688增值服务-先采后付提前回款费用-5084696883178390313	
1570782962653229210	,2026030110002001210523876469	,202603010125100000002100942118999	,	,2026-03-01 11:46:03,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.26,2632.32,支付宝,其它,1688增值服务-先采后付服务费:5084696883178390313-跨境卡通萌趣香蕉对讲机户外远程手持一	
1570783173989829210	,20260301019130101000210061241283	,20260301009130501000210036152551	,	,2026-03-01 11:53:24,****y	,0.00,-2632.32,0.00,支付宝,转账,余额自动转入	
1570764438813947591	,2026030110002001590584802589	,3703920632	,	,2026-03-01 11:57:33,****y	,44.15,0.00,44.15,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]3203205781312639188-超大号遥控越野车玩具汽	
1570788554056580321	,2026030122001880321425093744	,T50060NP5090295888884405629	,跨境新款电动推币游戏机滚珠猜拳抓球机室内亲子互动桌面儿童玩具	,2026-03-01 12:01:33,**娜(156******52)	,17.24,0.00,61.39,支付宝,其它,跨境新款电动推币游戏机滚珠猜拳抓球机室内亲子互动桌面儿童玩具	
1570782950457029210	,2026030110002001210523609510	,FI960100FDO006526030102387892466	,	,2026-03-01 12:01:35,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.03,61.36,支付宝,其它,1688增值服务-1688-极速周转-服务费(5090295888884405629)	
1570783171951229210	,2026030110002001210523685675	,202603010125100000002100941712845	,	,2026-03-01 12:34:53,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.14,61.22,支付宝,其它,1688增值买家保障服务费-5084232879081562908（单笔主订单各SKU子单的总费用）	
1571085290420300911	,2026030110002001910544532982	,02960100030022426030100867659849	,	,2026-03-01 12:45:39,****y	,28.75,0.00,89.97,支付宝,其它,1688增值服务-先采后付保理贴现:5084232879081562908	
1570782937926729210	,2026030110002001210523735981	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867659849	,	,2026-03-01 12:45:40,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.17,89.80,支付宝,其它,1688增值服务-先采后付提前回款费用-5084232879081562908	
1570782939968529210	,2026030110002001210523901932	,202603010125100000002100942243814	,	,2026-03-01 12:45:41,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.14,89.66,支付宝,其它,1688增值服务-先采后付服务费:5084232879081562908-跨境卡通萌趣香蕉对讲机户外远程手持一	
1570783163224429210	,2026030110002001210523691863	,202603010125100000002100942131886	,	,2026-03-01 13:05:45,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.14,89.52,支付宝,其它,1688增值服务-先采后付服务费:5034200257418585948-儿童仿真汽车加油站玩具益智刷卡语音提	
1570732417963266951	,2026030110002001950511677686	,3697310189	,	,2026-03-01 13:17:46,****y	,25.55,0.00,115.07,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]5034200257418585948-儿童仿真汽车加油站玩具	
1570734046621764621	,2026030122001864621453011405	,T50060NP5090484312886604845	,儿童手推飞机玩具宝宝学步车推推乐学走路助步车多功能防侧翻伸缩	,2026-03-01 13:23:54,**英(136******79)	,55.59,0.00,170.66,支付宝,其它,儿童手推飞机玩具宝宝学步车推推乐学走路助步车多功能防侧翻伸缩	
1570782975815529210	,2026030110002001210523826846	,FI960100FDO002926030102388000288	,	,2026-03-01 13:23:55,杭州阿里巴巴智融数字技术有限公司(jszz@service.aliyun.com)	,0.00,-0.09,170.57,支付宝,其它,1688增值服务-1688-极速周转-服务费(5090484312886604845)	
1570783105451829210	,2026030110002001210523706856	,202603010125100000002100942235627	,	,2026-03-01 13:59:33,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.06,170.51,支付宝,其它,1688增值服务-先采后付服务费:5048965263029592507-黄鸭子儿童沙滩玩具套装海边户外玩沙戏	
1570783121798029210	,2026030110002001210523734597	,202603010125100000002100942291606	,	,2026-03-01 14:00:17,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-14.40,156.11,支付宝,其它,1688增值买家保障服务费-3214864669571929581（单笔主订单各SKU子单的总费用）	
1570763750227050171	,2026030110002001170554257467	,3715791246	,	,2026-03-01 14:02:38,****y	,10.96,0.00,167.07,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]5048965263029592507-黄鸭子儿童沙滩玩具套装	
1570782966324129211	,2022081610002001210211406648|20260301463064782102	,at/648771437	,	,2026-03-01 14:03:35,****号	,3.00,0.00,170.07,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2309843212069	
1570782966324329210	,2022081610002001210211406648|20260301463064782102	,at/648771437	,	,2026-03-01 14:03:35,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-3.00,167.07,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2309843212069	
1570783090379329211	,2022081610002001210211406648|20260301478095372102	,at/648712718	,	,2026-03-01 14:05:25,****号	,3.00,0.00,170.07,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2310331836785	
1570783090379529210	,2022081610002001210211406648|20260301478095372102	,at/648712718	,	,2026-03-01 14:05:25,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-3.00,167.07,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2310331836785	
1570783155180929210	,2026030110002001210523813316	,202603010125100000002100942437258	,	,2026-03-01 14:15:00,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.03,167.04,支付宝,其它,1688增值服务-先采后付服务费:5056902254062294719-Fidget Pad减压手柄 陀螺魔方游戏手柄指尖游	
1570783218856629210	,2026030110002001210523929996	,202603010125100000002100942318023	,	,2026-03-01 14:15:00,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.03,167.01,支付宝,其它,1688增值服务-先采后付服务费:5054805651360294719-Fidget Pad减压手柄 陀螺魔方游戏手柄指尖游	
1570783113999429210	,2026030110002001210523661293	,202603010125100000002100942228226	,	,2026-03-01 14:15:01,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.03,166.98,支付宝,其它,1688增值服务-先采后付服务费:5048011083321294719-Fidget Pad减压手柄 陀螺魔方游戏手柄指尖游	
1570826880555675091	,2026030110002001090557365277	,3740105400	,	,2026-03-01 14:16:32,****y	,6.68,0.00,173.66,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]5056902254062294719-Fidget Pad减压手柄 陀螺魔方	
1570826777044875091	,2026030110002001090557380792	,3714770389	,	,2026-03-01 14:16:33,****y	,6.18,0.00,179.84,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]5048011083321294719-Fidget Pad减压手柄 陀螺魔方	
1570783041250029210	,2026030110002001210523732756	,202603010125100000002100942262672	,	,2026-03-01 14:21:40,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.45,179.39,支付宝,其它,1688增值买家保障服务费-5083519032791273806（单笔主订单各SKU子单的总费用）	
1570826835173575091	,2026030110002001090556963083	,3725050714	,	,2026-03-01 14:22:51,****y	,6.18,0.00,185.57,支付宝,其它,1688增值服务-先采后付买家还款:[xyjpf688@163.com]5054805651360294719-Fidget Pad减压手柄 陀螺魔方	
1571100784218400231	,2026030110002001230522804155	,02960100030022426030100867876233	,	,2026-03-01 14:31:27,****y	,74.60,0.00,260.17,支付宝,其它,1688增值服务-先采后付保理贴现:5083519032791273806	
1570782937933929210	,2026030110002001210523826990	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867876233	,	,2026-03-01 14:31:28,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.43,259.74,支付宝,其它,1688增值服务-先采后付提前回款费用-5083519032791273806	
1570783090380829210	,2026030110002001210523769998	,202603010125100000002100942061718	,	,2026-03-01 14:31:29,杭州阿里巴巴智融数字技术有限公司(taotejszz@service.aliyun.com)	,0.00,-0.37,259.37,支付宝,其它,1688增值服务-先采后付服务费:5083519032791273806-批发甜甜圈女孩玩具女童仿真饰品首饰盒	
1570783127830229210	,2026030110002001090557381996	,3758074528	,	,2026-03-01 14:32:36,****y	,0.00,-9.90,249.47,支付宝,其它,1688增值服务-先采后付售后退款:3266972978574738064-糖果闪光魔法棒玩具女孩礼品儿童仙女	
1570782948850529210	,2026030110002001210523920206	,202603010125100000002100942249124	,	,2026-03-01 14:33:08,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.06,249.41,支付宝,其它,1688增值买家保障服务费-3266972978574738064（单笔主订单各SKU子单的总费用）	
1570782951859829210	,BO2026030100210680210205	,HJCAEB==500000066940001031==6315643186390194	,	,2026-03-01 14:43:00,阿里巴巴（中国）网络技术有限公司(chtyj@service.aliyun.com)	,0.00,-0.11,249.30,支付宝,转账,代扣款（扣款用途：1688大分销业务平台抽佣_订单号5052915038868994943(5052915038868994943)_扣款）	
1570783108199529211	,2022081610002001210211406648|20260301484331962102	,at/648921051	,	,2026-03-01 14:45:27,****号	,3.00,0.00,252.30,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2309914296785	
1570783108199729210	,2022081610002001210211406648|20260301484331962102	,at/648921051	,	,2026-03-01 14:45:27,阿里巴巴(中国)网络技术有限公司(1688famo@alibaba-inc.com)	,0.00,-3.00,249.30,支付宝,其它,1688保证金-支付-产生交易理赔，用您的保证金赔付给买家，理赔单号2309914296785	
1570788453640080320	,2026030122001880321425093744	,T50060NP5090295888884405629	,跨境新款电动推币游戏机滚珠猜拳抓球机室内亲子互动桌面儿童玩具	,2026-03-01 15:01:14,**娜(156******52)	,0.00,-17.24,232.06,支付宝,其它,售后退款-2026030122001880321425093744-T50060NP5090295888884405629	
1570782971679329210	,2026030110002001210523928355	,202603010125100000002100942527794	,	,2026-03-01 15:26:42,杭州阿里巴巴智融数字技术有限公司(pzbzx@service.aliyun.com)	,0.00,-0.98,231.08,支付宝,其它,1688增值买家保障服务费-5043580776239607639（单笔主订单各SKU子单的总费用）	
1570711903795165261	,2026030122001865261413311163	,11150600726030127624441549970	,诚e赊还款3196894872108547099桌游冰壶球体育室内休闲亲子互动对战保龄球足球儿童桌面游戏玩具	,2026-03-01 15:28:44,**秋(pet***@sina.com)	,18.00,0.00,249.08,支付宝,其它,诚e赊还款3196894872108547099桌游冰壶球体育室内休闲亲子互动对战保龄球足球儿童桌面游戏玩具	
1570711969961465260	,2026030122001865261413311163	,11150600726030127624441549970	,诚e赊还款3196894872108547099桌游冰壶球体育室内休闲亲子互动对战保龄球足球儿童桌面游戏玩具	,2026-03-01 15:28:44,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-18.00,231.08,支付宝,交易分账,诚e赊还款:3196894872108547099因该笔订单已提前回款到商家，故应支付给保理公司	
1571135430181000301	,2026030110002001300566905235	,02960100030022426030100867888909	,	,2026-03-01 15:30:51,****y	,163.68,0.00,394.76,支付宝,其它,1688增值服务-先采后付保理贴现:5043580776239607639	
1570783132555629210	,2026030110002001210523775987	,CREDIT_PAY_SELLER_FACTORING_FEE_02960100030022426030100867888909	,	,2026-03-01 15:30:52,深圳市一达通商业保理有限公司(ydt-baoli@alibaba-inc.com)	,0.00,-0.95,393.81,支付宝,其它,1688增值服务-先采后付提前回款费用-5043580776239607639	
