发现日期,来源平台,商品ID,图片,产品名称,上架日期,总销量,月销量,托管模式,在售站点,产品链接,类目
1768976723437,temu,605770590612014,https://img.kwcdn.com/product/open/776ca6959eb24243abe0d6aaeec1b441-goods.jpeg,《洛奇：意大利小子》50周年纪念币 | 收藏纪念铁币，特别纪念品，永恒礼物，送给收藏爱好者的绝佳选择,2026-01-04T07:12:00.321+00:00,887,887,半托,美国,https://www.temu.com/search_result.html?search_key=605770590612014&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,新奇玩具
1768976723437,temu,605885111846604,https://img.kwcdn.com/product/fancy/5240bea3-eb56-44ad-a678-84d9284c9803.jpg,儿童饮料瓶记忆配对游戏，色彩识别逻辑思维玩具，亲子互动家庭桌游，多人挑战观察反应训练，教育性生日礼物，适合3岁、4岁、5岁及以上男女童,2025-12-30T11:39:36.027+00:00,3834,3834,全托,美国,https://www.temu.com/search_result.html?search_key=605885111846604&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,游戏及配件
1768976723437,temu,605885111846604,https://img.kwcdn.com/product/fancy/5240bea3-eb56-44ad-a678-84d9284c9803.jpg,儿童饮料瓶记忆配对游戏，色彩识别逻辑思维玩具，亲子互动家庭桌游，多人挑战观察反应训练，教育性生日礼物，适合3岁、4岁、5岁及以上男女童,2025-12-28T11:21:57.557+00:00,3830,3830,全托,加拿大,https://www.temu.com/search_result.html?search_key=605885111846604&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,游戏及配件
1768976723437,temu,601104967354855,https://img.kwcdn.com/product/fancy/7978f463-034d-4a5a-8740-e81c0d0e3ff9.jpg,21款趣味瓶子猜测套装 - 内含20个彩色瓶子和1个收纳盒，提升成人逻辑思维能力。颜色匹配游戏带来放松与娱乐，记忆与逻辑训练。适用于207个国家的饮品匹配玩具套装,2025-11-13T10:08:54.914+00:00,33000,12396,全托,加拿大,https://www.temu.com/search_result.html?search_key=601104967354855&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,游戏及配件
1768976723437,temu,606195423240100,https://img.kwcdn.com/product/fancy/c440c3bd-6c80-4d83-82fa-66b2679f9633.jpg,花卉“是/否”字母饰品、银灰色铜质纪念币系列、收藏家挑战币和纪念品,2025-12-29T10:53:57.354+00:00,2525,2525,全托,加拿大,https://www.temu.com/search_result.html?search_key=606195423240100&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,新奇玩具
1768976723437,temu,601104921251334,https://img.kwcdn.com/product/fancy/d75c8587-563e-4e94-b01c-8817cc14a6b1.jpg,"一件多彩趣味玩具，家庭户外室内互动手拉球，滑行变焦球，提升运动技能与欢乐游戏时光，室内外运动玩具，适用于派对礼品/圣诞/万圣节/感恩节/新年礼物，家庭变焦滑行球，圣诞用品, 节日玩具,互动游戏,顺滑滚动,轻量化球,团体活动",2025-11-18T06:21:41.718+00:00,1706,1582,全托,美国,https://www.temu.com/search_result.html?search_key=601104921251334&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,运动户外用品
1768976723437,temu,601104533466862,https://img.kwcdn.com/product/fancy/bc4ad0f5-46e5-4233-b317-1302ed9b02aa.jpg,"100pcs Creative Magnetic Building Blocks Toy, Develops Spatial Thinking and Motor Skills for Kids Aged 3+ - Durable ABS Material with Varied Design Themes",2025-12-05T07:45:06.137+00:00,8500,6379,全托,美国,https://www.temu.com/search_result.html?search_key=601104533466862&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,拼插类玩具
1768976723437,temu,601104200080808,https://img.kwcdn.com/product/fancy/a49ccbed-8b10-4aab-84c3-8e3d14a115d8.jpg,流纹立方体挤压玩具，感官玩具，旋转捏捏方块 - 适合儿童和成人，多动症，自闭症 - 耐用TPR材质，3种尺寸可选（小号、中号、大号）- 舒缓指尖陀螺，柔软质感，摆动设计 - 派对礼物，适合男孩和女孩,2025-11-04T11:44:51.564+00:00,18000,8111,全托,加拿大,https://www.temu.com/search_result.html?search_key=601104200080808&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,新奇玩具
1768976723437,temu,601103916927338,https://img.kwcdn.com/product/fancy/8bcd908a-92cd-4bdf-aba4-48bcaba5e60c.jpg,30件，DIY磁性堆叠积木玩具，大号彩色积木玩具套装，适合各种形状和颜色的教育学习，完美的生日、圣诞节、新年礼物，生动的建筑积木，耐用的磁性积木，颜色和形状随机,2025-11-26T09:55:10.588+00:00,6587,4590,全托,美国,https://www.temu.com/search_result.html?search_key=601103916927338&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,拼插类玩具
1768976723437,temu,605815956145990,https://img.kwcdn.com/product/fancy/43f29205-148a-4090-a048-bc53cd001606.jpg,折叠迷你滑板车，浅色可选，可折叠便于收纳，手柄造型随机趣味玩具与收藏品，适用于派对、圣诞、斋月、情人节及新年场合,2025-12-31T04:00:42.222+00:00,1574,1574,全托,加拿大,https://www.temu.com/search_result.html?search_key=605815956145990&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,玩具车
1768976723437,temu,601105154405436,https://img.kwcdn.com/product/open/e8102aab1f5d4c1e853d5c98a62e137b-goods.jpeg,20/60枚迷你红瓢虫贴纸，自粘装饰配件，适用于DIY手工、贺卡制作、花园派对装饰，完美点缀房间布置,2025-12-19T11:07:57.391+00:00,1960,1825,全托,加拿大,https://www.temu.com/search_result.html?search_key=601105154405436&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,艺术与工艺品
1768976723437,temu,601103453236329,https://img.kwcdn.com/product/fancy/4d265051-443f-4f78-ab25-c83638de6c86.jpg,"FFYUANFS Stacking Cups Playthings for Young Children - Enhancing Fine Motor Skills, Vibrant Plastic Stacking Puzzle with Numbered Cups 1-8, Promoting Hand-Eye Coordination And Balance Skills",2025-11-14T03:54:37.671+00:00,12000,6485,全托,美国,https://www.temu.com/search_result.html?search_key=601103453236329&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,益智、科教玩具
1768976723437,temu,605620535165423,https://img.kwcdn.com/product/open/c75c2c8d31c049d9b640b724337c0715-goods.jpeg,一件复古纪念金属徽章，收藏展示品，历史纪念物，家居装饰，适用于男人洞穴、书架展示，复古收藏品,2026-01-09T02:22:32.746+00:00,1354,1354,全托,美国,https://www.temu.com/search_result.html?search_key=605620535165423&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,新奇玩具
1768976723437,temu,601105568722032,https://img.kwcdn.com/product/open/132144800a8f46e4b3e645d3be9013f9-goods.jpeg,一套磁性积木，包含30/50/100块，具有3D城堡、瀑布、仙人掌、洞穴和宝箱 - 带磁性底座的互锁积木,2025-12-08T21:35:11.761+00:00,4953,4746,全托,加拿大,https://www.temu.com/search_result.html?search_key=601105568722032&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,拼插类玩具
1768976723437,temu,605620535165423,https://img.kwcdn.com/product/open/c75c2c8d31c049d9b640b724337c0715-goods.jpeg,一件复古纪念金属徽章，收藏展示品，历史纪念物，家居装饰，适用于男人洞穴、书架展示，复古收藏品,2026-01-01T05:03:42.316+00:00,1344,1344,全托,加拿大,https://www.temu.com/search_result.html?search_key=605620535165423&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,新奇玩具
1768976723437,temu,601105467121220,https://img.kwcdn.com/product/fancy/a50b3d03-e85b-4e05-95d4-bc8df79fd9eb.jpg,儿童益智积木玩具 - 色彩鲜艳的几何形状，精细运动技能发展，早期学习，理想的圣诞节和万圣节礼物，早期学习玩具|几何形状|耐用胶合板，儿童积木,2025-12-16T01:04:55.483+00:00,2379,2343,全托,加拿大,https://www.temu.com/search_result.html?search_key=601105467121220&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,婴幼玩具
1768976723437,temu,601100571377686,https://img.kwcdn.com/product/fancy/0361db5b-773c-4e8f-afdb-5ea1e1405b5c.jpg,"1pcSingle Button Automatic Transforming Car Toys Made of Plastic, Featuring Robot Models, Incredible Diecast Gifts",2025-11-22T08:25:17.799+00:00,25000,10500,全托,美国,https://www.temu.com/search_result.html?search_key=601100571377686&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,玩具车
1768976723437,temu,601104114291219,https://img.kwcdn.com/product/open/18824a81ad4b48329efc2d930fa99ed7-goods.jpeg,"Funny Face Mood Balls - Slow Rebound Stretchy Squishy Sensory Fidget with Glossy Finish, Squeeze & Stretch Relax for Kids, Adults, Office Parties, Easter, Halloween, Christmas Gifts - Durable Rubber Novelty Squishy in White & Black (Prank & Party Fa",2025-10-21T10:15:12.783+00:00,13000,7555,半托,美国,https://www.temu.com/search_result.html?search_key=601104114291219&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,新奇玩具
1768976723437,temu,601105625960452,https://img.kwcdn.com/product/fancy/80c71085-ffa9-41e6-827c-0c9d5a75e963.jpg,一套4个，直径（10.0英寸+15.0英寸+22.0英寸+32.0英寸）金色充气镜面反光 - 4D铝箔气球套装 - 可重复使用迪斯科球，适用于生日派对装饰、圣诞节、新年、婚礼和活动,2025-12-15T14:24:59.694+00:00,2385,2245,全托,加拿大,https://www.temu.com/search_result.html?search_key=601105625960452&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,节日聚会用品
1768976723437,temu,601105441323624,https://img.kwcdn.com/product/open/4b8a9af38e9942178bad0ad706b8e1ac-goods.jpeg,磁性积木 - 50//100/200件随机拼搭积木百变立方体堆叠多款式，STEM 感官玩具适合儿童男孩女孩年龄 3-8 岁圣诞生日礼物,2025-12-11T19:29:32.698+00:00,2713,2626,全托,加拿大,https://www.temu.com/search_result.html?search_key=601105441323624&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,拼插类玩具
1768976723437,temu,601104918867400,https://img.kwcdn.com/product/fancy/8ee7aa58-acc7-4fd2-bb20-8882e5f7d87a.jpg,1本21PCS场景贴纸书， DIY房子贴纸 ，包含金属镊子，3D立体小屋微缩场景贴纸儿童diy手帐益智玩具贴画，风景贴纸，景观贴纸，手册贴纸，手分类贴纸小房子场景，可重复使用，多种规格可选择,2025-12-05T07:19:18.678+00:00,7749,6143,全托,加拿大,https://www.temu.com/search_result.html?search_key=601104918867400&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,艺术与工艺品
1768976723437,temu,601103672274321,https://img.kwcdn.com/product/fancy/69f3665c-063b-4ddd-952c-84ae5875d0da.jpg,"新款西班牙真冒险情侣游戏卡 - 家庭和朋友 50 个问题，适合情侣的便携式旅行娱乐，粉色，带有紫色心形和星星设计，适合派对和户外游戏的有趣约会活动，派对游戏卡 乐趣的设计 便携式卡片，情侣游戏, valentines",2025-11-12T02:36:22.348+00:00,5872,4416,全托,加拿大,https://www.temu.com/search_result.html?search_key=601103672274321&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,游戏及配件
1768976723437,temu,601105059952135,https://img.kwcdn.com/product/fancy/f1eed02b-d5e0-4f56-8c5d-2c1eadaa3538.jpg,[Star Sensory Spinner] 3D Printed Star-Shaped Sensory Spinner | Octagonal Handled Fingertip Puzzle Toy | Unique Stress Relief Gift,2025-11-18T02:12:24.594+00:00,21000,9750,全托,美国,https://www.temu.com/search_result.html?search_key=601105059952135&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,新奇玩具
1768976723437,temu,605920545326104,https://img.kwcdn.com/product/fancy/199530df-afdd-49bf-8e68-2fe0d6859dd3.jpg,1件不同款式的迷你玩具屋墙板，北欧休闲风格微型家具，耐用塑料，自由组装拼接,2025-12-30T09:56:25.087+00:00,1786,1786,全托,美国,https://www.temu.com/search_result.html?search_key=605920545326104&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,娃娃及配件
1768976723437,temu,601104791225876,https://img.kwcdn.com/product/fancy/011d0cd3-ebb3-4b8e-b17f-7fe17af653e0.jpg,你对我了解多少？50个问题晚宴游戏 - 为成年人和家庭设计的角色扮演卡牌游戏，标准版，是主人或女主人的完美礼物，新年 圣诞节 圣诞夜理想礼物,2025-11-25T07:12:28.803+00:00,14000,9411,全托,加拿大,https://www.temu.com/search_result.html?search_key=601104791225876&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,游戏及配件
1768976723438,temu,601104979740454,https://img.kwcdn.com/product/fancy/4cf78233-1e34-4234-af81-bd130be95d50.jpg,每周餐食计划和购物清单收纳本 - 无日期短款（6英寸以下）厨房计划笔记本，包含彩色编码食物追踪页、食谱部分和购物清单，适合减肥、健康饮食,2025-11-28T05:08:14.855+00:00,8132,7079,全托,加拿大,https://www.temu.com/search_result.html?search_key=601104979740454&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,益智、科教玩具
1768976723438,temu,601104177607328,https://img.kwcdn.com/product/fancy/77de4e4f-3a06-4d20-a60c-0d06967c00cc.jpg,1pc成人彩色书 - 粗犷的涂鸦曼陀罗设计，带有唇形图形，放松和放松活动，成人无毒页面，生日、圣诞节、母亲节、派对的完美礼物 - 适合艺术家和初学者，创意休闲，生动的艺术作品，高品质打印，艺术表达，派对礼物,2025-10-28T09:33:56.859+00:00,7924,6852,全托,加拿大,https://www.temu.com/search_result.html?search_key=601104177607328&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,艺术与工艺品
1768976723438,temu,601105519624248,https://img.kwcdn.com/product/fancy/1214d341-99ca-40ab-ab5f-648d199e2d86.jpg,"Suspension Football - Air Floating Soccer Ball with Glowing Lights, Non-Toxic ABS Material, No Music, Indoor/Outdoor Play, Birthday Gift for Adults, Family Fun, Interactive Sports, Lightweight Design, Sports Enthusiasts, Without Battery",2025-12-09T07:50:49.828+00:00,8900,7813,全托,加拿大,https://www.temu.com/search_result.html?search_key=601105519624248&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,运动户外用品
1768976723438,temu,601104918867400,https://img.kwcdn.com/product/fancy/145836a8-7791-43df-9200-544cdc06b3cd.jpg,"1 Book of 21pcs Scene Sticker Book, House Stickers, Including Metal Tweezers, 3D Three-Dimensional Cabin Miniature Scene Stickers Handbook Puzzle Toys Sticker, Landscape Stickers, Manual Stickers, Hand-Classified Stickers Small House Scene",2025-12-12T06:18:10.865+00:00,7700,5659,全托,美国,https://www.temu.com/search_result.html?search_key=601104918867400&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,艺术与工艺品
1768976723438,temu,601103881989377,https://img.kwcdn.com/product/fancy/a4319de6-86bc-4002-a011-b02f9172bb08.jpg,"New Interactive Bath Fun Feeding Toy - 5pcs Bath Water Play Set, Big Shark Eats Small Fish Water Play Toy - Exquisite Design, Ideal Gift for Children's Birthdays, Christmas, and Ramadan",2025-11-03T15:44:24.587+00:00,2600,2123,全托,加拿大,https://www.temu.com/search_result.html?search_key=601103881989377&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,婴幼玩具
1768976723438,temu,601104778878085,https://img.kwcdn.com/product/fancy/a021f3ab-c2b2-4e3d-b23c-aad97e0c9854.jpg,"Children's mini cartoon animal basketball rings, children's bath toys, baby bath toys and games, the perfect gift prepared for children",2025-11-09T16:24:06.766+00:00,9600,3546,全托,加拿大,https://www.temu.com/search_result.html?search_key=601104778878085&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,婴幼玩具
1768976723438,temu,601100135164268,https://img.kwcdn.com/product/open/66718534cb9d46908879375cc6fbbce7-goods.jpeg,便携式牛顿摆球平衡球——耐用PP材质物理玩具，初学者专属黑色金属桌面科学实验工具，含3个金属球，学习与娱乐两相宜的球类玩具,2025-12-24T06:34:14.720+00:00,2155,2155,全托,美国,https://www.temu.com/search_result.html?search_key=601100135164268&search_method=user&region=211&regionCnName=%E7%BE%8E%E5%9B%BD,益智、科教玩具
1768976723438,temu,601105059952135,https://img.kwcdn.com/product/fancy/f1eed02b-d5e0-4f56-8c5d-2c1eadaa3538.jpg,扩展感官解压星形3D打印新奇陀螺，指尖益智玩具，桌面小摆件，八角带柄趣味成人新年礼物，特色玩具，趣味设计，八角造型，精密制作，高品质打印，娱乐放松手指摆件,2025-11-18T02:48:42.557+00:00,21000,8571,全托,加拿大,https://www.temu.com/search_result.html?search_key=601105059952135&search_method=user&region=37&regionCnName=%E5%8A%A0%E6%8B%BF%E5%A4%A7,新奇玩具
